ENEMY MOBILE,enemy_scout,0,617.1599,2.539133,-498.4081,-7.54979E-08,1,2.185569E-08,-1.711291E-15,1,1,1,0,100,0,0,
NEUTRAL STATIC,wallWoodQuad,0,-204.838,0,169.6255,4.371139E-08,1,8.146034E-08,3.499512E-15,1,1,1,0,100,0,0,
ENEMY STATIC,enemy_AARapier,0,205.1383,3.578369,-91.93382,7.549792E-08,1,6.123234E-17,-6.123234E-17,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeC_LOD_A,0,-296.1061,0,-576.6909,-7.006853E-08,0.2164396,6.03065E-08,0.976296,1,1,1,0,100,0,0,
NEUTRAL STATIC,sandbagTypeF,0,620.8037,0,-525.333,6.03065E-08,0.976296,7.006854E-08,-0.2164396,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeB_LOD_A,0,138.8584,0,-9.376953,5.000876E-08,0.6755902,1.751515E-07,0.7372773,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_RuinB,0,-190.1089,0,508.2705,4.371141E-08,1,8.146034E-08,-2.384186E-07,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopA,0,460.5874,0,-491.8763,4.371141E-08,1,8.146034E-08,-2.384186E-07,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_RuinA,0,335.1245,0,203.5633,-8.328949E-08,-0.04361963,4.011651E-08,0.9990482,1,1,1,0,100,0,0,
NEUTRAL STATIC,RockGroupA,0,-378.3601,0,270.6353,8.146034E-08,0,0,1,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeC_LOD_A,0,-214.6992,0,665.5426,1.719269E-08,0.9537169,9.083438E-08,0.3007059,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_B_TypeH,0,-829.2385,-2.409856,-226.8753,6.893636E-08,0.9396926,6.15975E-08,-0.3420203,1,1,1,0,100,0,0,
NEUTRAL STATIC,watchTower,0,193.9903,0,-38.42279,8.146034E-08,0,0,1,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeB_LOD_A,0,203.6484,0,71.14258,5.000876E-08,0.6755902,1.751515E-07,0.7372773,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopA,0,91.55566,0,804.9125,4.371141E-08,1,8.146034E-08,-2.384186E-07,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_Tower,0,-196.9134,0,-254.637,1.980798E-08,0.4226184,-9.236619E-09,0.9063078,1,1,1,0,100,0,0,
NEUTRAL STATIC,RockGroupC,0,629.8071,0,-549.7224,8.146034E-08,0,0,1,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeA_LOD_A,0,-331.1219,0,-503.6494,-5.535491E-08,0.4226183,7.40426E-08,0.9063078,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopA,0,-494.9136,0,46.77661,4.371141E-08,1,8.146034E-08,-2.384186E-07,1,1,1,0,100,0,0,
NEUTRAL STATIC,RockGroupG,0,-270.5607,0,642.0142,8.146034E-08,0,0,1,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopC,0,71.63037,0,-218.3583,-8.146034E-08,-7.549791E-08,4.371138E-08,1,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_WaterTowerA,0,-336.4595,0,581.2509,8.146034E-08,0,0,1,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_B_TypeF,0,-268.6749,-0.1900721,-185.556,-1.282066E-07,-0.3420201,5.816015E-08,0.9396927,1,1,1,0,100,0,0,
NEUTRAL STATIC,RockGroupA,0,-86.1235,0,814.9851,8.146034E-08,0,0,1,1,1,1,0,100,0,0,
ENEMY STATIC,enemy_AASAM,0,71.3974,18.69226,-217.4102,-7.549792E-08,1,6.123234E-17,-6.123234E-17,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopC,0,-173.429,0,-354.5666,7.404261E-08,0.9063078,5.53549E-08,-0.4226184,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_RuinB,0,-293.3564,0,-162.438,7.404261E-08,0.9063078,5.53549E-08,-0.4226184,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeB_LOD_A,0,-137.2163,0,339.627,-3.801704E-08,0.6087613,8.426849E-08,0.7933534,1,1,1,0,100,0,0,
NEUTRAL STATIC,barrier,0,60.94902,0,225.8192,8.146034E-08,0,0,1,1,1,1,0,100,0,1,
NEUTRAL STATIC,lo_MosqueA,0,-171.2249,0,-402.2495,3.002177E-08,-0.34202,-1.691551E-08,0.9396927,1,1,1,0,100,0,0,
NEUTRAL STATIC,sandbagTypeC,0,-380.1066,0,-7.606194,8.024605E-09,0.9762958,1.014963E-07,0.2164407,1,1,1,0,100,0,0,
NEUTRAL STATIC,tentCamoA,0,268.0074,-0.1772461,-54.31,-1.711291E-15,1,-2.185569E-08,-7.54979E-08,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopH,0,397.7905,3.833009,-380.6967,-8.146036E-08,-3.377662E-07,4.371136E-08,1,1,1,1,0,100,0,0,
NEUTRAL STATIC,sandbagTypeE,0,76.93442,0,-304.5562,8.146034E-08,0,0,1,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeC_LOD_A,0,22.33765,0,-375.8203,-8.584657E-08,-0.7660444,-3.43051E-08,0.6427877,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopA,0,574.2551,0,-515.2157,5.719277E-08,0.9848077,7.263236E-08,-0.1736484,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopB,0,-286.3605,0,-127.8842,-6.681766E-08,0.9063078,-6.369492E-08,-0.4226184,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeB_LOD_A,0,103.6274,3.624513,286.7163,-6.15975E-08,0.3420203,6.893637E-08,0.9396926,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopB,0,-414.318,0,-119.2237,-9.44536E-08,0.4226185,2.738727E-08,0.9063077,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_B_TypeF,0,-276.2856,0,450.1973,0,0,0,1,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopB,0,-156.1089,0,490.8086,-1.277723E-15,-0.7071068,-1.277723E-15,0.7071068,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopE,0,218.9036,0,198.7419,-5.760116E-08,0.7071068,5.760116E-08,0.7071068,1,1,1,0,100,0,0,
NEUTRAL STATIC,tentBrownC,0,206.3213,0,-507.2657,5.760116E-08,0.7071068,-5.760116E-08,0.7071068,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeA_LOD_A,0,65.01688,0,-153.3036,-9.038551E-08,-0.2772302,1.941479E-08,0.9608036,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_B_TypeD,0,118.1553,0,-205.4571,4.371141E-08,1,8.146034E-08,-2.384186E-07,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeB_LOD_A,0,-717.1902,0,-415.7993,-5.207254E-08,0.4617485,7.638667E-08,0.8870109,1,1,1,0,100,0,0,
NEUTRAL STATIC,RockGroupD,0,484.056,0,-146.776,8.146034E-08,0,0,1,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeC_LOD_A,0,-240.3164,0,40.25684,4.371139E-08,1,8.146034E-08,3.499512E-15,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_Tower,0,-139.0806,0,-397.3802,0.6644631,-0.6644631,0.2418447,-0.2418447,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_ShopE,0,-299.3923,0,-194.1803,-4.974869E-09,0.4226184,1.820829E-07,0.9063078,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeB_LOD_A,0,208.5591,17.21753,468.4232,7.404261E-08,0.9063078,5.53549E-08,-0.4226184,1,1,1,0,100,0,0,
NEUTRAL STATIC,lo_B_TypeG,0,113.6575,0,-160.7395,4.214685E-08,1,6.123234E-17,-6.123234E-17,1,1,1,0,100,0,0,
NEUTRAL STATIC,treeA_LOD_A,0,109.4087,6.127442,299.0376,-6.454585E-08,0.3007058,6.618389E-08,0.953717,1,1,1,0,100,0,0,
NEUTRAL STATIC,barrier,0,-587.0516,0,225.8195,8.146034E-08,0,0,1,1,1,1,0,100,0,1,
